time,global step,score
03h 25m 05s,24757632,33.0
03h 25m 07s,24760513,35.0
03h 25m 07s,24760541,29.0
03h 25m 08s,24762864,15.0
03h 25m 09s,24764406,23.0
03h 25m 09s,24765733,25.0
03h 25m 10s,24767191,15.0
03h 25m 11s,24768477,27.0
03h 25m 11s,24769261,21.0
03h 25m 11s,24769931,15.0
03h 25m 13s,24772801,27.0
03h 25m 14s,24775344,29.0
03h 25m 16s,24779654,13.0
03h 25m 16s,24779772,37.0
03h 25m 17s,24781320,17.0
03h 25m 17s,24781596,19.0
03h 25m 18s,24782837,27.0
03h 25m 19s,24786232,18.0
03h 25m 20s,24786592,25.0
03h 25m 20s,24787095,26.0
03h 25m 20s,24787433,47.0
03h 25m 21s,24788639,19.0
03h 25m 22s,24791620,19.0
03h 25m 23s,24792751,15.0
03h 25m 23s,24793579,33.0
03h 25m 23s,24793860,23.0
03h 25m 24s,24794863,25.0
03h 25m 24s,24795652,21.0
03h 25m 25s,24796576,17.0
03h 25m 25s,24796952,39.0
03h 25m 25s,24797747,13.0
03h 25m 25s,24797915,29.0
03h 25m 26s,24799593,23.0
03h 25m 28s,24803267,19.0
03h 25m 28s,24803713,31.0
03h 25m 28s,24803985,29.0
03h 25m 29s,24804765,27.0
03h 25m 29s,24805050,3.0
03h 25m 30s,24807409,11.0
03h 25m 32s,24811921,21.0
03h 25m 34s,24815650,25.0
03h 25m 35s,24816666,23.0
03h 25m 35s,24817289,25.0
03h 25m 35s,24818202,29.0
03h 25m 35s,24818439,25.0
03h 25m 36s,24818759,29.0
03h 25m 36s,24819428,17.0
03h 25m 36s,24819817,29.0
03h 25m 38s,24822873,35.0
03h 25m 38s,24823489,25.0
03h 25m 39s,24825523,27.0
03h 25m 41s,24830431,19.0
03h 25m 41s,24830711,27.0
03h 25m 42s,24832217,25.0
03h 25m 42s,24832496,15.0
03h 25m 42s,24832698,38.0
03h 25m 43s,24834620,19.0
03h 25m 45s,24837691,39.0
03h 25m 46s,24839395,29.0
03h 25m 46s,24839499,21.0
03h 25m 46s,24840432,35.0
03h 25m 46s,24840624,25.0
03h 25m 47s,24841145,31.0
03h 25m 47s,24842063,27.0
03h 25m 47s,24842684,41.0
03h 25m 48s,24842971,23.0
03h 25m 48s,24843819,27.0
03h 25m 50s,24847992,11.0
03h 25m 50s,24848072,31.0
03h 25m 50s,24848776,9.0
03h 25m 51s,24849064,27.0
03h 25m 52s,24852522,23.0
03h 25m 53s,24853446,29.0
03h 25m 55s,24858914,27.0
03h 25m 56s,24860268,35.0
03h 25m 56s,24860318,23.0
03h 25m 56s,24860602,25.0
03h 25m 57s,24861339,27.0
03h 25m 57s,24861521,31.0
03h 25m 57s,24862671,27.0
03h 25m 57s,24862999,27.0
03h 25m 58s,24864828,19.0
03h 25m 59s,24865816,15.0
03h 26m 00s,24869193,29.0
03h 26m 01s,24870548,13.0
03h 26m 01s,24871290,31.0
03h 26m 04s,24876106,21.0
03h 26m 04s,24876958,23.0
03h 26m 05s,24877215,17.0
03h 26m 05s,24878639,19.0
03h 26m 07s,24882785,19.0
03h 26m 08s,24884079,19.0
03h 26m 08s,24884473,33.0
03h 26m 08s,24884548,31.0
03h 26m 08s,24885286,17.0
03h 26m 09s,24885594,31.0
03h 26m 09s,24886059,47.0
03h 26m 09s,24886865,17.0
03h 26m 10s,24888097,17.0
03h 26m 11s,24889560,29.0
03h 26m 11s,24889759,15.0
03h 26m 11s,24889917,13.0
03h 26m 11s,24891158,27.0
03h 26m 12s,24891451,23.0
03h 26m 12s,24891494,29.0
03h 26m 12s,24891620,39.0
03h 26m 13s,24894118,7.0
03h 26m 14s,24896748,41.0
03h 26m 15s,24897746,27.0
03h 26m 16s,24899923,45.0
03h 26m 17s,24903293,25.0
03h 26m 19s,24905674,19.0
03h 26m 19s,24905943,25.0
03h 26m 20s,24908472,21.0
03h 26m 21s,24909665,33.0
03h 26m 22s,24912726,16.0
03h 26m 22s,24913505,25.0
03h 26m 23s,24914233,15.0
03h 26m 23s,24915121,31.0
03h 26m 24s,24916385,33.0
03h 26m 24s,24917074,19.0
03h 26m 26s,24920679,27.0
03h 26m 27s,24922296,35.0
03h 26m 27s,24922472,29.0
03h 26m 28s,24923906,21.0
03h 26m 29s,24926058,31.0
03h 26m 29s,24926959,31.0
03h 26m 30s,24929602,37.0
03h 26m 31s,24930538,41.0
03h 26m 31s,24930847,25.0
03h 26m 31s,24931036,13.0
03h 26m 31s,24931221,17.0
03h 26m 32s,24932888,35.0
03h 26m 33s,24934121,27.0
03h 26m 33s,24935195,51.0
03h 26m 33s,24935531,21.0
03h 26m 34s,24936186,25.0
03h 26m 34s,24936414,23.0
03h 26m 34s,24936729,21.0
03h 26m 34s,24937321,25.0
03h 26m 35s,24938863,3.0
03h 26m 37s,24941920,39.0
03h 26m 37s,24942862,19.0
03h 26m 37s,24943220,25.0
03h 26m 38s,24943869,21.0
03h 26m 38s,24944742,25.0
03h 26m 40s,24947993,25.0
03h 26m 40s,24948539,35.0
03h 26m 44s,24956229,21.0
03h 26m 44s,24956386,27.0
03h 26m 44s,24957253,23.0
03h 26m 44s,24957261,31.0
03h 26m 45s,24959814,25.0
03h 26m 47s,24962397,20.0
03h 26m 47s,24963563,17.0
03h 26m 47s,24964097,27.0
03h 26m 48s,24964995,33.0
03h 26m 50s,24969865,25.0
03h 26m 52s,24972639,33.0
03h 26m 52s,24973288,31.0
03h 26m 52s,24973312,27.0
03h 26m 52s,24973809,15.0
03h 26m 53s,24975191,25.0
03h 26m 53s,24976035,15.0
03h 26m 54s,24976636,25.0
03h 26m 54s,24976814,19.0
03h 26m 55s,24978665,33.0
03h 26m 55s,24979076,27.0
03h 26m 55s,24979226,29.0
03h 26m 55s,24979683,33.0
03h 26m 55s,24979760,31.0
03h 26m 56s,24980351,29.0
03h 26m 56s,24981585,21.0
03h 26m 56s,24981715,47.0
03h 26m 58s,24984952,19.0
03h 26m 58s,24985244,13.0
03h 26m 59s,24986473,15.0
03h 26m 59s,24987261,23.0
03h 26m 59s,24987788,29.0
03h 26m 59s,24987891,27.0
03h 26m 59s,24988099,19.0
03h 27m 03s,24994668,21.0
03h 27m 04s,24996287,31.0
03h 27m 05s,25000313,33.0
03h 27m 06s,25002012,33.0
03h 27m 09s,25007039,39.0
03h 27m 10s,25008459,25.0
03h 27m 10s,25008581,27.0
03h 27m 10s,25009147,27.0
03h 27m 10s,25009892,39.0
03h 27m 10s,25010131,29.0
03h 27m 11s,25010878,23.0
03h 27m 11s,25011746,21.0
03h 27m 14s,25018346,27.0
03h 27m 14s,25018486,33.0
03h 27m 15s,25020336,21.0
03h 27m 16s,25020622,38.0
03h 27m 16s,25021167,45.0
03h 27m 16s,25021206,31.0
03h 27m 16s,25022505,19.0
03h 27m 17s,25022601,17.0
03h 27m 17s,25023556,17.0
03h 27m 17s,25024033,21.0
03h 27m 17s,25024098,19.0
03h 27m 18s,25025804,31.0
03h 27m 19s,25026681,25.0
03h 27m 19s,25027646,21.0
03h 27m 19s,25027860,31.0
03h 27m 20s,25028860,9.0
03h 27m 21s,25031282,25.0
03h 27m 22s,25032687,15.0
03h 27m 22s,25033424,31.0
03h 27m 23s,25035061,15.0
03h 27m 23s,25035860,13.0
03h 27m 24s,25037619,11.0
03h 27m 25s,25039538,27.0
03h 27m 28s,25044900,17.0
03h 27m 28s,25046406,23.0
03h 27m 29s,25048038,25.0
03h 27m 29s,25048785,13.0
03h 27m 31s,25052305,31.0
03h 27m 33s,25055989,29.0
03h 27m 34s,25057046,7.0
03h 27m 34s,25057385,25.0
03h 27m 34s,25058070,23.0
03h 27m 35s,25060217,9.0
03h 27m 36s,25061177,37.0
03h 27m 36s,25061933,21.0
03h 27m 36s,25062666,28.0
03h 27m 36s,25062909,15.0
03h 27m 37s,25064606,17.0
03h 27m 38s,25065633,31.0
03h 27m 38s,25065864,23.0
03h 27m 39s,25068186,25.0
03h 27m 39s,25068409,17.0
03h 27m 39s,25068864,23.0
03h 27m 40s,25069639,27.0
03h 27m 40s,25069892,15.0
03h 27m 40s,25069994,31.0
03h 27m 40s,25070137,27.0
03h 27m 41s,25071409,25.0
03h 27m 41s,25072560,25.0
03h 27m 42s,25074241,23.0
03h 27m 43s,25076304,23.0
03h 27m 43s,25076776,25.0
03h 27m 43s,25076932,27.0
03h 27m 44s,25077708,22.0
03h 27m 45s,25079767,31.0
03h 27m 45s,25080727,27.0
03h 27m 48s,25086031,25.0
03h 27m 49s,25088134,9.0
03h 27m 50s,25090663,27.0
03h 27m 51s,25092672,15.0
03h 27m 53s,25095996,43.0
03h 27m 55s,25099360,11.0
03h 27m 56s,25101342,23.0
03h 27m 56s,25102648,33.0
03h 27m 56s,25103059,23.0
03h 27m 57s,25103606,33.0
03h 27m 57s,25104721,27.0
03h 27m 57s,25104799,5.0
03h 27m 58s,25105440,39.0
03h 27m 58s,25105481,23.0
03h 27m 58s,25105818,21.0
03h 27m 58s,25106323,37.0
03h 27m 59s,25107909,51.0
03h 27m 59s,25108241,27.0
03h 27m 59s,25108794,35.0
03h 28m 00s,25109624,35.0
03h 28m 00s,25110226,25.0
03h 28m 01s,25113280,27.0
03h 28m 02s,25113366,41.0
03h 28m 02s,25114321,27.0
03h 28m 03s,25115862,17.0
03h 28m 03s,25116538,31.0
03h 28m 03s,25116705,27.0
03h 28m 04s,25118526,35.0
03h 28m 04s,25118864,29.0
03h 28m 05s,25119398,35.0
03h 28m 05s,25120458,21.0
03h 28m 06s,25121523,35.0
03h 28m 08s,25127367,33.0
03h 28m 10s,25129718,23.0
03h 28m 11s,25132145,25.0
03h 28m 11s,25132984,27.0
03h 28m 11s,25133156,39.0
03h 28m 12s,25134848,7.0
03h 28m 14s,25138249,33.0
03h 28m 16s,25142880,19.0
03h 28m 18s,25147379,29.0
03h 28m 18s,25147402,21.0
03h 28m 19s,25148821,27.0
03h 28m 19s,25149737,27.0
03h 28m 20s,25149917,31.0
03h 28m 20s,25150582,19.0
03h 28m 20s,25151716,31.0
03h 28m 21s,25152455,33.0
03h 28m 21s,25152875,15.0
03h 28m 21s,25152894,23.0
03h 28m 21s,25153516,23.0
03h 28m 22s,25153915,21.0
03h 28m 22s,25153922,19.0
03h 28m 23s,25157000,11.0
03h 28m 23s,25157856,3.0
03h 28m 24s,25157956,29.0
03h 28m 24s,25158404,35.0
03h 28m 24s,25158907,31.0
03h 28m 24s,25159442,17.0
03h 28m 25s,25160603,33.0
03h 28m 25s,25160740,19.0
03h 28m 25s,25161270,17.0
03h 28m 25s,25161684,31.0
03h 28m 26s,25162618,27.0
03h 28m 29s,25167999,13.0
03h 28m 29s,25168946,25.0
03h 28m 30s,25171201,13.0
03h 28m 31s,25173630,17.0
03h 28m 32s,25174811,23.0
03h 28m 35s,25181564,21.0
03h 28m 36s,25182336,21.0
03h 28m 36s,25183023,21.0
03h 28m 36s,25184007,37.0
03h 28m 37s,25185660,17.0
03h 28m 40s,25191436,23.0
03h 28m 40s,25191705,27.0
03h 28m 41s,25192432,27.0
03h 28m 41s,25193358,25.0
03h 28m 41s,25194132,29.0
03h 28m 42s,25195234,27.0
03h 28m 42s,25196115,57.0
03h 28m 43s,25196859,33.0
03h 28m 43s,25197034,21.0
03h 28m 43s,25197634,25.0
03h 28m 43s,25197873,21.0
03h 28m 44s,25199467,21.0
03h 28m 44s,25199816,25.0
03h 28m 45s,25201029,29.0
03h 28m 45s,25201103,41.0
03h 28m 45s,25202088,39.0
03h 28m 47s,25204503,27.0
03h 28m 47s,25204574,19.0
03h 28m 47s,25204842,17.0
03h 28m 47s,25204947,41.0
03h 28m 47s,25204964,19.0
03h 28m 47s,25204999,21.0
03h 28m 47s,25206063,47.0
03h 28m 48s,25207179,19.0
03h 28m 49s,25209689,35.0
03h 28m 50s,25210568,31.0
03h 28m 51s,25213486,21.0
03h 28m 51s,25213743,21.0
03h 28m 51s,25213796,33.0
03h 28m 53s,25216957,23.0
03h 28m 56s,25222871,31.0
03h 28m 57s,25225044,29.0
03h 28m 57s,25226075,25.0
03h 28m 59s,25229702,29.0
03h 29m 00s,25231347,19.0
03h 29m 02s,25235629,19.0
03h 29m 03s,25237418,35.0
03h 29m 04s,25238837,31.0
03h 29m 04s,25240319,19.0
03h 29m 05s,25241697,27.0
03h 29m 05s,25242095,27.0
03h 29m 05s,25242357,29.0
03h 29m 06s,25243000,15.0
03h 29m 06s,25243781,35.0
03h 29m 06s,25244043,27.0
03h 29m 06s,25244644,19.0
03h 29m 07s,25246306,29.0
03h 29m 08s,25247251,23.0
03h 29m 08s,25247414,31.0
03h 29m 08s,25248742,47.0
03h 29m 09s,25249047,13.0
03h 29m 09s,25249212,19.0
03h 29m 10s,25250978,31.0
03h 29m 10s,25251754,35.0
03h 29m 10s,25252265,7.0
03h 29m 11s,25252934,29.0
03h 29m 11s,25254301,21.0
03h 29m 11s,25254731,11.0
03h 29m 12s,25255884,31.0
03h 29m 13s,25257232,29.0
03h 29m 13s,25257488,31.0
03h 29m 13s,25258438,17.0
03h 29m 13s,25258454,41.0
03h 29m 13s,25258481,13.0
03h 29m 15s,25262036,13.0
03h 29m 20s,25271659,39.0
03h 29m 20s,25272421,15.0
03h 29m 21s,25274171,33.0
03h 29m 23s,25279224,31.0
03h 29m 24s,25279699,21.0
03h 29m 24s,25280921,13.0
03h 29m 25s,25282258,25.0
03h 29m 26s,25283565,33.0
03h 29m 26s,25283893,29.0
03h 29m 26s,25284572,29.0
03h 29m 27s,25285983,37.0
03h 29m 27s,25286907,31.0
03h 29m 28s,25288390,31.0
03h 29m 28s,25288743,25.0
03h 29m 29s,25289277,23.0
03h 29m 29s,25290531,23.0
03h 29m 30s,25291432,21.0
03h 29m 30s,25291638,33.0
03h 29m 30s,25292332,19.0
03h 29m 30s,25292540,15.0
03h 29m 32s,25295680,21.0
03h 29m 32s,25296634,39.0
03h 29m 32s,25296743,19.0
03h 29m 33s,25297439,19.0
03h 29m 33s,25298530,27.0
03h 29m 34s,25300148,19.0
03h 29m 34s,25300481,19.0
03h 29m 35s,25302009,29.0
03h 29m 35s,25302660,27.0
03h 29m 35s,25302693,23.0
03h 29m 36s,25304044,29.0
03h 29m 37s,25305364,17.0
03h 29m 37s,25305461,17.0
03h 29m 37s,25306930,15.0
03h 29m 41s,25315327,9.0
03h 29m 43s,25319030,19.0
03h 29m 45s,25321833,27.0
03h 29m 46s,25323689,25.0
03h 29m 47s,25325571,33.0
03h 29m 47s,25327031,31.0
03h 29m 48s,25327846,25.0
03h 29m 49s,25330580,25.0
03h 29m 49s,25330650,15.0
03h 29m 49s,25331122,19.0
03h 29m 50s,25331493,19.0
03h 29m 50s,25331524,9.0
03h 29m 50s,25331571,41.0
03h 29m 50s,25332030,29.0
03h 29m 50s,25332551,21.0
03h 29m 51s,25334699,31.0
03h 29m 51s,25334815,19.0
03h 29m 52s,25335810,25.0
03h 29m 53s,25337667,29.0
03h 29m 53s,25338951,25.0
03h 29m 53s,25339469,33.0
03h 29m 55s,25341813,25.0
03h 29m 55s,25342656,21.0
03h 29m 56s,25344995,17.0
03h 29m 56s,25345337,29.0
03h 29m 56s,25345431,25.0
03h 29m 57s,25345582,27.0
03h 29m 57s,25346245,21.0
03h 29m 57s,25346379,21.0
03h 29m 57s,25346415,11.0
03h 29m 57s,25347275,7.0
03h 29m 58s,25348356,19.0
03h 29m 59s,25350087,21.0
03h 30m 00s,25351781,27.0
03h 30m 00s,25352821,29.0
03h 30m 06s,25364420,37.0
03h 30m 06s,25365030,29.0
03h 30m 07s,25366592,9.0
03h 30m 09s,25371196,31.0
03h 30m 10s,25372548,25.0
03h 30m 11s,25374260,25.0
03h 30m 11s,25375216,29.0
03h 30m 11s,25375751,25.0
03h 30m 11s,25375947,33.0
03h 30m 12s,25376142,41.0
03h 30m 12s,25377743,45.0
03h 30m 13s,25379009,19.0
03h 30m 13s,25379800,27.0
03h 30m 14s,25380989,29.0
03h 30m 14s,25381017,23.0
03h 30m 14s,25381109,19.0
03h 30m 14s,25381343,27.0
03h 30m 15s,25382239,21.0
03h 30m 15s,25382783,17.0
03h 30m 16s,25384788,45.0
03h 30m 16s,25385455,25.0
03h 30m 18s,25388449,25.0
03h 30m 18s,25389888,19.0
03h 30m 19s,25390207,17.0
03h 30m 19s,25391623,23.0
03h 30m 20s,25392425,11.0
03h 30m 20s,25392541,31.0
03h 30m 20s,25392888,23.0
03h 30m 20s,25393739,33.0
03h 30m 20s,25393988,25.0
03h 30m 21s,25394646,19.0
03h 30m 21s,25395887,25.0
03h 30m 22s,25396415,13.0
03h 30m 23s,25400245,19.0
03h 30m 24s,25401744,11.0
03h 30m 27s,25407561,21.0
03h 30m 29s,25411400,29.0
03h 30m 30s,25414058,39.0
03h 30m 31s,25416389,21.0
03h 30m 32s,25417588,13.0
03h 30m 32s,25417919,35.0
03h 30m 34s,25420759,25.0
03h 30m 35s,25422787,31.0
03h 30m 35s,25422805,27.0
03h 30m 35s,25422991,29.0
03h 30m 35s,25423254,27.0
03h 30m 35s,25423637,11.0
03h 30m 35s,25424381,21.0
03h 30m 36s,25425460,19.0
03h 30m 36s,25425607,31.0
03h 30m 37s,25427911,31.0
03h 30m 37s,25428255,17.0
03h 30m 37s,25428427,35.0
03h 30m 38s,25429367,27.0
03h 30m 38s,25430314,35.0
03h 30m 40s,25433165,21.0
03h 30m 40s,25433549,19.0
03h 30m 41s,25435643,19.0
03h 30m 41s,25436146,33.0
03h 30m 42s,25437056,39.0
03h 30m 42s,25438489,21.0
03h 30m 45s,25442655,31.0
03h 30m 45s,25443238,33.0
03h 30m 45s,25443830,21.0
03h 30m 45s,25443871,23.0
03h 30m 46s,25445654,15.0
03h 30m 46s,25445732,35.0
03h 30m 47s,25447606,9.0
03h 30m 48s,25448992,13.0
03h 30m 48s,25449944,23.0
03h 30m 51s,25455049,3.0
03h 30m 51s,25455938,21.0
03h 30m 55s,25463901,21.0
03h 30m 55s,25464918,27.0
03h 30m 56s,25465176,19.0
03h 30m 56s,25465550,31.0
03h 30m 56s,25465834,29.0
03h 30m 56s,25466174,29.0
03h 30m 57s,25467425,19.0
03h 30m 57s,25468407,29.0
03h 30m 58s,25469164,21.0
03h 30m 59s,25471880,23.0
03h 30m 59s,25472397,21.0
03h 31m 00s,25473584,21.0
03h 31m 00s,25473721,23.0
03h 31m 00s,25473841,33.0
03h 31m 02s,25477485,7.0
03h 31m 02s,25477542,-5.0
03h 31m 02s,25477819,29.0
03h 31m 02s,25478626,37.0
03h 31m 03s,25479268,15.0
03h 31m 04s,25482013,17.0
03h 31m 04s,25482503,23.0
03h 31m 05s,25484170,31.0
03h 31m 07s,25488812,13.0
03h 31m 08s,25489904,47.0
03h 31m 08s,25490232,13.0
03h 31m 09s,25491236,23.0
03h 31m 09s,25491734,25.0
03h 31m 10s,25494404,33.0
03h 31m 11s,25495497,27.0
03h 31m 11s,25496321,15.0
03h 31m 11s,25496391,21.0
03h 31m 12s,25497245,16.0
03h 31m 12s,25497597,9.0
03h 31m 13s,25500507,31.0
03h 31m 17s,25509216,11.0
03h 31m 18s,25509780,19.0
03h 31m 18s,25509941,33.0
03h 31m 18s,25509955,15.0
03h 31m 18s,25510185,29.0
03h 31m 18s,25510908,35.0
03h 31m 18s,25510981,35.0
03h 31m 19s,25511660,31.0
03h 31m 20s,25513602,33.0
03h 31m 20s,25513774,25.0
03h 31m 20s,25515104,25.0
03h 31m 21s,25516203,20.0
03h 31m 22s,25517474,15.0
03h 31m 22s,25517589,27.0
03h 31m 22s,25518131,21.0
03h 31m 22s,25519104,29.0
03h 31m 23s,25520489,37.0
03h 31m 24s,25521892,29.0
03h 31m 25s,25523730,25.0
03h 31m 27s,25527611,23.0
03h 31m 27s,25528396,31.0
03h 31m 28s,25530456,9.0
03h 31m 31s,25536277,21.0
03h 31m 31s,25536668,31.0
03h 31m 31s,25537356,27.0
03h 31m 32s,25538061,27.0
03h 31m 33s,25539957,17.0
03h 31m 33s,25541085,3.0
03h 31m 33s,25541225,27.0
03h 31m 34s,25541673,25.0
03h 31m 34s,25543010,19.0
03h 31m 35s,25544491,19.0
03h 31m 37s,25548775,31.0
03h 31m 38s,25549848,23.0
03h 31m 38s,25550028,17.0
03h 31m 38s,25550173,23.0
03h 31m 38s,25551321,29.0
03h 31m 39s,25553303,19.0
03h 31m 40s,25554433,25.0
03h 31m 41s,25556921,13.0
03h 31m 41s,25557130,19.0
03h 31m 41s,25557571,21.0
03h 31m 42s,25557925,25.0
03h 31m 42s,25558410,29.0
03h 31m 43s,25560236,11.0
03h 31m 44s,25562164,23.0
03h 31m 44s,25563047,25.0
03h 31m 44s,25563548,21.0
03h 31m 45s,25564367,21.0
03h 31m 46s,25566440,25.0
03h 31m 46s,25566881,37.0
03h 31m 46s,25566882,18.0
03h 31m 46s,25566959,11.0
03h 31m 48s,25570679,19.0
03h 31m 50s,25574883,37.0
03h 31m 50s,25575283,27.0
03h 31m 51s,25576741,27.0
03h 31m 51s,25576957,5.0
03h 31m 53s,25580165,25.0
03h 31m 54s,25582085,27.0
03h 31m 54s,25582260,21.0
03h 31m 56s,25586384,33.0
03h 31m 56s,25587020,35.0
03h 31m 57s,25589837,19.0
03h 31m 58s,25590062,27.0
03h 31m 58s,25590917,29.0
03h 31m 59s,25592198,29.0
03h 31m 59s,25593035,33.0
03h 32m 00s,25595783,21.0
03h 32m 00s,25595879,19.0
03h 32m 02s,25598047,19.0
03h 32m 02s,25599328,1.0
03h 32m 02s,25599586,25.0
03h 32m 02s,25599942,39.0
03h 32m 03s,25601184,31.0
03h 32m 04s,25603068,16.0
03h 32m 04s,25603353,31.0
03h 32m 05s,25604423,29.0
03h 32m 05s,25605631,25.0
03h 32m 06s,25606097,35.0
03h 32m 06s,25606348,31.0
03h 32m 06s,25607538,17.0
03h 32m 07s,25608810,19.0
03h 32m 07s,25609653,23.0
03h 32m 07s,25609698,28.0
03h 32m 08s,25610875,21.0
03h 32m 09s,25612577,19.0
03h 32m 12s,25618241,21.0
03h 32m 12s,25618839,19.0
03h 32m 12s,25619441,23.0
03h 32m 13s,25621934,21.0
03h 32m 14s,25623647,33.0
03h 32m 15s,25625348,25.0
03h 32m 15s,25625730,19.0
03h 32m 15s,25625889,19.0
03h 32m 16s,25626887,43.0
03h 32m 17s,25628401,21.0
03h 32m 18s,25630366,33.0
03h 32m 18s,25631531,31.0
03h 32m 19s,25632630,19.0
03h 32m 22s,25638544,27.0
03h 32m 22s,25639949,21.0
03h 32m 23s,25641497,25.0
03h 32m 23s,25641898,35.0
03h 32m 24s,25642646,29.0
03h 32m 24s,25643343,31.0
03h 32m 25s,25645105,31.0
03h 32m 26s,25646822,21.0
03h 32m 26s,25647744,17.0
03h 32m 26s,25648228,29.0
03h 32m 27s,25649164,41.0
03h 32m 27s,25649340,31.0
03h 32m 27s,25650434,19.0
03h 32m 28s,25651881,37.0
03h 32m 28s,25652362,27.0
03h 32m 29s,25652926,15.0
03h 32m 30s,25655591,15.0
03h 32m 30s,25655634,37.0
03h 32m 30s,25655764,18.0
03h 32m 31s,25656932,23.0
03h 32m 32s,25659435,23.0
03h 32m 33s,25661672,23.0
03h 32m 33s,25662490,23.0
03h 32m 34s,25664455,21.0
03h 32m 35s,25665471,31.0
03h 32m 35s,25665876,19.0
03h 32m 35s,25666179,35.0
03h 32m 37s,25670681,39.0
03h 32m 38s,25672192,20.0
03h 32m 38s,25672804,29.0
03h 32m 39s,25673023,19.0
03h 32m 39s,25673966,21.0
03h 32m 41s,25676928,27.0
03h 32m 42s,25679742,41.0
03h 32m 42s,25679933,17.0
03h 32m 43s,25682131,31.0
03h 32m 43s,25682835,9.0
03h 32m 44s,25683163,39.0
03h 32m 45s,25685333,25.0
03h 32m 46s,25686974,23.0
03h 32m 46s,25687303,25.0
03h 32m 47s,25689648,41.0
03h 32m 48s,25691959,25.0
03h 32m 49s,25692843,15.0
03h 32m 49s,25693476,27.0
03h 32m 49s,25693905,27.0
03h 32m 49s,25694384,33.0
03h 32m 50s,25695433,21.0
03h 32m 50s,25696358,27.0
03h 32m 51s,25696983,31.0
03h 32m 52s,25699480,15.0
03h 32m 52s,25700039,31.0
03h 32m 53s,25701646,15.0
03h 32m 53s,25701658,27.0
03h 32m 55s,25705093,23.0
03h 32m 56s,25707025,37.0
03h 32m 56s,25707232,21.0
03h 32m 56s,25707287,33.0
03h 32m 57s,25709702,31.0
03h 32m 57s,25709851,27.0
03h 32m 58s,25712591,23.0
03h 32m 59s,25714761,31.0
03h 32m 59s,25714811,19.0
03h 33m 01s,25717091,35.0
03h 33m 01s,25717149,23.0
03h 33m 01s,25717693,29.0
03h 33m 01s,25717874,43.0
03h 33m 04s,25723419,21.0
03h 33m 04s,25723902,21.0
03h 33m 04s,25724388,25.0
03h 33m 06s,25727686,23.0
03h 33m 06s,25728335,31.0
03h 33m 07s,25729502,21.0
03h 33m 07s,25730459,25.0
03h 33m 08s,25732153,33.0
03h 33m 09s,25733846,27.0
03h 33m 09s,25733884,35.0
03h 33m 09s,25734786,35.0
03h 33m 10s,25735270,39.0
03h 33m 12s,25739053,35.0
03h 33m 12s,25739454,29.0
03h 33m 12s,25739635,21.0
03h 33m 13s,25741391,15.0
03h 33m 13s,25742405,27.0
03h 33m 13s,25742525,33.0
03h 33m 14s,25744200,21.0
03h 33m 15s,25746110,19.0
03h 33m 16s,25747383,17.0
03h 33m 17s,25750868,19.0
03h 33m 18s,25752860,11.0
03h 33m 18s,25753104,42.0
03h 33m 19s,25753303,27.0
03h 33m 19s,25755133,27.0
03h 33m 20s,25756191,19.0
03h 33m 20s,25757169,23.0
03h 33m 21s,25757369,31.0
03h 33m 21s,25758347,29.0
03h 33m 21s,25758496,21.0
03h 33m 22s,25759400,39.0
03h 33m 23s,25762362,27.0
03h 33m 24s,25764209,27.0
03h 33m 26s,25768027,29.0
03h 33m 27s,25769555,21.0
03h 33m 27s,25769672,17.0
03h 33m 29s,25773858,33.0
03h 33m 29s,25774176,33.0
03h 33m 29s,25774656,23.0
03h 33m 29s,25774725,27.0
03h 33m 29s,25775351,9.0
03h 33m 30s,25776047,19.0
03h 33m 31s,25778871,17.0
03h 33m 31s,25779025,25.0
03h 33m 32s,25780824,29.0
03h 33m 32s,25781042,25.0
03h 33m 33s,25782275,31.0
03h 33m 33s,25783054,37.0
03h 33m 34s,25784456,19.0
03h 33m 35s,25786587,37.0
03h 33m 35s,25787223,27.0
03h 33m 37s,25789528,21.0
03h 33m 37s,25791347,39.0
03h 33m 38s,25791960,11.0
03h 33m 38s,25792550,27.0
03h 33m 40s,25796165,25.0
03h 33m 41s,25798768,15.0
03h 33m 41s,25799448,31.0
03h 33m 42s,25800362,23.0
03h 33m 42s,25801392,31.0
03h 33m 43s,25801615,35.0
03h 33m 43s,25803335,31.0
03h 33m 44s,25804101,19.0
03h 33m 45s,25807548,5.0
03h 33m 46s,25807813,19.0
03h 33m 46s,25809393,19.0
03h 33m 47s,25810114,31.0
03h 33m 48s,25812193,27.0
03h 33m 49s,25815125,35.0
03h 33m 49s,25815406,17.0
03h 33m 50s,25817242,31.0
03h 33m 51s,25818442,-1.0
03h 33m 51s,25819338,15.0
03h 33m 51s,25819733,31.0
03h 33m 52s,25820332,27.0
03h 33m 52s,25821687,27.0
03h 33m 53s,25822202,29.0
03h 33m 54s,25824844,35.0
03h 33m 55s,25827094,37.0
03h 33m 56s,25829416,-9.0
03h 33m 57s,25830757,27.0
03h 33m 57s,25830810,27.0
03h 33m 57s,25831681,15.0
03h 33m 58s,25832377,35.0
03h 33m 58s,25832556,29.0
03h 33m 59s,25835771,29.0
03h 34m 00s,25837335,21.0
03h 34m 01s,25839431,9.0
03h 34m 01s,25839489,25.0
03h 34m 02s,25841818,37.0
03h 34m 03s,25842864,27.0
