time,global step,score
00h 01m 15s,372,1.0
00h 01m 16s,722,6.0
00h 01m 16s,840,3.0
00h 01m 16s,1185,4.0
00h 01m 16s,1189,1.0
00h 01m 16s,1258,2.0
00h 01m 17s,1934,0.0
00h 01m 17s,2008,1.0
00h 01m 17s,2101,7.0
00h 01m 17s,2127,5.0
00h 01m 18s,2677,0.0
00h 01m 18s,2950,0.0
00h 01m 18s,3113,2.0
00h 01m 19s,3980,0.0
00h 01m 19s,4134,1.0
00h 01m 19s,4139,0.0
00h 01m 19s,4260,2.0
00h 01m 19s,4267,4.0
00h 01m 19s,5154,10.0
00h 01m 19s,5352,0.0
00h 01m 20s,6205,0.0
00h 01m 20s,6209,7.0
00h 01m 20s,6375,1.0
00h 01m 20s,6567,0.0
00h 01m 20s,6724,0.0
00h 01m 20s,6820,0.0
00h 01m 20s,6952,6.0
00h 01m 20s,7281,7.0
00h 01m 21s,7668,4.0
00h 01m 21s,7772,13.0
00h 01m 21s,8622,2.0
00h 01m 21s,8639,3.0
00h 01m 21s,8957,2.0
00h 01m 21s,9256,3.0
00h 01m 21s,9260,10.0
00h 01m 21s,9497,10.0
00h 01m 21s,9564,6.0
00h 01m 21s,9570,1.0
00h 01m 21s,9649,7.0
00h 01m 21s,9918,1.0
00h 01m 22s,10036,2.0
00h 01m 22s,10056,10.0
00h 01m 22s,10338,3.0
00h 01m 22s,10525,6.0
00h 01m 22s,10588,0.0
00h 01m 22s,10618,4.0
00h 01m 22s,11114,7.0
00h 01m 22s,11392,4.0
00h 01m 22s,11413,2.0
00h 01m 22s,11690,5.0
00h 01m 22s,12286,4.0
00h 01m 23s,12542,3.0
00h 01m 23s,12575,4.0
00h 01m 23s,12625,2.0
00h 01m 23s,12679,5.0
00h 01m 23s,12777,9.0
00h 01m 23s,12927,4.0
00h 01m 23s,12961,5.0
00h 01m 23s,13063,4.0
00h 01m 23s,13333,7.0
00h 01m 23s,13746,0.0
00h 01m 23s,13884,13.0
00h 01m 23s,14003,15.0
00h 01m 23s,14034,5.0
00h 01m 24s,15066,1.0
00h 01m 24s,15121,12.0
00h 01m 24s,15294,7.0
00h 01m 24s,15422,12.0
00h 01m 24s,15500,4.0
00h 01m 24s,15596,11.0
00h 01m 24s,15718,1.0
00h 01m 24s,16690,4.0
00h 01m 24s,16835,5.0
00h 01m 25s,17392,12.0
00h 01m 25s,17407,6.0
00h 01m 25s,17462,5.0
00h 01m 25s,17479,6.0
00h 01m 25s,18218,1.0
00h 01m 25s,18551,1.0
00h 01m 25s,18846,4.0
00h 01m 25s,19141,1.0
00h 01m 25s,19183,5.0
00h 01m 25s,19244,6.0
00h 01m 26s,19383,4.0
00h 01m 26s,19462,2.0
00h 01m 26s,19512,5.0
00h 01m 26s,19734,4.0
00h 01m 26s,19767,6.0
00h 01m 26s,20323,3.0
00h 01m 26s,20368,7.0
00h 01m 26s,20526,5.0
00h 01m 26s,21369,2.0
00h 01m 27s,21873,1.0
00h 01m 27s,22086,1.0
00h 01m 27s,22146,11.0
00h 01m 27s,22992,3.0
00h 01m 27s,23187,1.0
00h 01m 27s,23433,0.0
00h 01m 27s,23658,11.0
00h 01m 27s,23678,5.0
00h 01m 28s,23971,1.0
00h 01m 28s,24059,10.0
00h 01m 28s,24168,2.0
00h 01m 28s,24546,3.0
00h 01m 28s,24575,7.0
00h 01m 28s,24894,8.0
00h 01m 28s,24913,7.0
00h 01m 28s,24922,6.0
00h 01m 28s,25329,5.0
00h 01m 28s,25499,5.0
00h 01m 28s,25598,6.0
00h 01m 28s,25827,4.0
00h 01m 28s,26114,2.0
00h 01m 28s,26213,5.0
00h 01m 28s,26240,5.0
00h 01m 29s,26424,2.0
00h 01m 29s,26446,1.0
00h 01m 29s,26559,3.0
00h 01m 29s,26608,2.0
00h 01m 29s,27031,4.0
00h 01m 29s,27546,3.0
00h 01m 29s,27658,4.0
00h 01m 29s,27802,6.0
00h 01m 29s,28406,4.0
00h 01m 29s,28520,0.0
00h 01m 30s,28649,6.0
00h 01m 30s,28981,1.0
00h 01m 30s,29121,4.0
00h 01m 30s,29291,1.0
00h 01m 30s,29311,5.0
00h 01m 30s,29362,4.0
00h 01m 30s,29366,3.0
00h 01m 30s,29564,6.0
00h 01m 30s,29731,3.0
00h 01m 30s,30237,6.0
00h 01m 30s,30394,5.0
00h 01m 30s,30615,3.0
00h 01m 30s,30677,5.0
00h 01m 31s,30828,7.0
00h 01m 31s,30905,6.0
00h 01m 31s,31331,5.0
00h 01m 31s,31507,5.0
00h 01m 31s,31637,4.0
00h 01m 31s,31641,7.0
00h 01m 31s,31644,4.0
00h 01m 31s,31749,2.0
00h 01m 31s,31784,2.0
00h 01m 31s,31820,6.0
00h 01m 31s,31853,2.0
00h 01m 31s,31856,0.0
00h 01m 31s,32309,5.0
00h 01m 31s,32786,4.0
00h 01m 32s,33344,1.0
00h 01m 32s,33611,2.0
00h 01m 32s,33661,2.0
00h 01m 32s,33848,4.0
00h 01m 32s,34031,5.0
00h 01m 32s,34595,1.0
00h 01m 32s,34687,1.0
00h 01m 32s,34774,1.0
00h 01m 32s,34884,4.0
00h 01m 32s,35216,4.0
00h 01m 32s,35315,6.0
00h 01m 32s,35411,5.0
00h 01m 32s,35421,1.0
00h 01m 33s,35575,7.0
00h 01m 33s,36749,5.0
00h 01m 33s,36771,3.0
00h 01m 33s,36858,5.0
00h 01m 33s,37342,6.0
00h 01m 33s,37452,6.0
00h 01m 33s,37573,3.0
00h 01m 33s,37650,0.0
00h 01m 33s,37655,1.0
00h 01m 33s,37752,4.0
00h 01m 34s,38172,3.0
00h 01m 34s,38286,4.0
00h 01m 34s,38972,2.0
00h 01m 34s,39213,5.0
00h 01m 34s,39233,5.0
00h 01m 34s,39438,5.0
00h 01m 34s,39594,5.0
00h 01m 34s,39741,2.0
00h 01m 34s,39818,10.0
00h 01m 34s,40145,1.0
00h 01m 34s,40188,6.0
00h 01m 34s,40189,5.0
00h 01m 35s,40620,1.0
00h 01m 35s,40925,5.0
00h 01m 35s,41155,6.0
00h 01m 35s,41321,8.0
00h 01m 35s,41825,1.0
00h 01m 35s,41838,0.0
00h 01m 35s,42020,5.0
00h 01m 35s,42500,6.0
00h 01m 36s,42622,4.0
00h 01m 36s,42825,4.0
00h 01m 36s,42974,2.0
00h 01m 36s,42996,2.0
00h 01m 36s,43088,0.0
00h 01m 36s,43324,2.0
00h 01m 36s,43367,4.0
00h 01m 36s,43396,3.0
00h 01m 36s,44095,4.0
00h 01m 36s,44110,0.0
00h 01m 36s,44608,2.0
00h 01m 37s,44866,6.0
00h 01m 37s,45066,5.0
00h 01m 37s,45118,5.0
00h 01m 37s,45289,2.0
00h 01m 37s,45514,3.0
00h 01m 37s,45617,1.0
00h 01m 37s,45675,2.0
00h 01m 37s,45745,2.0
00h 01m 37s,45798,4.0
00h 01m 37s,46045,3.0
00h 01m 37s,46428,1.0
00h 01m 37s,46484,4.0
00h 01m 37s,47034,3.0
00h 01m 37s,47049,2.0
00h 01m 37s,47077,3.0
00h 01m 38s,47157,5.0
00h 01m 38s,47162,5.0
00h 01m 38s,47170,7.0
00h 01m 38s,47536,4.0
00h 01m 38s,47602,2.0
00h 01m 38s,47729,4.0
00h 01m 38s,47883,1.0
00h 01m 38s,47926,4.0
00h 01m 38s,47953,4.0
00h 01m 38s,48154,2.0
00h 01m 38s,48375,1.0
00h 01m 38s,48586,6.0
00h 01m 38s,48856,3.0
00h 01m 38s,49193,0.0
00h 01m 38s,49318,2.0
00h 01m 39s,49996,6.0
00h 01m 39s,50033,0.0
00h 01m 39s,50097,1.0
00h 01m 39s,50425,4.0
00h 01m 39s,50519,6.0
00h 01m 39s,50628,3.0
00h 01m 39s,50650,2.0
00h 01m 39s,51038,2.0
00h 01m 39s,51112,4.0
00h 01m 39s,51473,6.0
00h 01m 39s,51603,2.0
00h 01m 40s,51750,4.0
00h 01m 40s,52060,4.0
00h 01m 40s,52115,2.0
00h 01m 40s,52431,1.0
00h 01m 40s,52431,7.0
00h 01m 40s,52536,6.0
00h 01m 40s,52570,3.0
00h 01m 40s,52681,7.0
00h 01m 40s,52792,7.0
00h 01m 40s,53155,1.0
00h 01m 40s,53251,5.0
00h 01m 41s,53980,6.0
00h 01m 41s,54133,5.0
00h 01m 41s,54139,4.0
00h 01m 41s,54411,4.0
00h 01m 41s,54618,6.0
00h 01m 41s,54787,0.0
00h 01m 41s,54889,6.0
00h 01m 41s,55158,3.0
00h 01m 41s,55281,6.0
00h 01m 41s,55309,2.0
00h 01m 41s,55472,4.0
00h 01m 41s,55550,5.0
00h 01m 41s,55884,1.0
00h 01m 41s,55911,1.0
00h 01m 42s,56256,6.0
00h 01m 42s,56469,0.0
00h 01m 42s,56516,2.0
00h 01m 42s,56638,2.0
00h 01m 42s,56722,6.0
00h 01m 42s,56743,3.0
00h 01m 42s,57023,5.0
00h 01m 42s,57575,0.0
00h 01m 42s,57910,5.0
00h 01m 42s,57916,5.0
00h 01m 42s,57949,5.0
00h 01m 42s,57953,0.0
00h 01m 42s,58184,4.0
00h 01m 42s,58315,5.0
00h 01m 43s,58429,0.0
00h 01m 43s,58490,1.0
00h 01m 43s,58751,8.0
00h 01m 43s,58949,2.0
00h 01m 43s,59087,3.0
00h 01m 43s,59461,0.0
00h 01m 43s,59715,3.0
00h 01m 43s,59757,5.0
00h 01m 43s,59908,1.0
00h 01m 43s,60012,4.0
00h 01m 43s,60234,3.0
00h 01m 43s,60255,2.0
00h 01m 43s,60532,2.0
00h 01m 43s,60618,3.0
00h 01m 44s,60789,4.0
00h 01m 44s,60866,0.0
00h 01m 44s,60973,1.0
00h 01m 44s,61050,3.0
00h 01m 44s,61456,1.0
00h 01m 44s,61550,5.0
00h 01m 44s,61854,0.0
00h 01m 44s,61857,1.0
00h 01m 44s,62212,3.0
00h 01m 44s,62268,5.0
00h 01m 44s,62384,2.0
00h 01m 44s,62414,2.0
00h 01m 44s,62535,6.0
00h 01m 44s,62606,1.0
00h 01m 44s,62792,2.0
00h 01m 45s,63401,2.0
00h 01m 45s,63425,6.0
00h 01m 45s,63720,3.0
00h 01m 45s,63852,2.0
00h 01m 45s,64134,5.0
00h 01m 45s,64529,4.0
00h 01m 45s,64959,3.0
00h 01m 45s,64986,2.0
00h 01m 45s,65014,6.0
00h 01m 45s,65072,6.0
00h 01m 45s,65102,3.0
00h 01m 46s,65353,2.0
00h 01m 46s,65455,4.0
00h 01m 46s,65678,6.0
00h 01m 46s,66143,4.0
00h 01m 46s,66181,3.0
00h 01m 46s,66557,6.0
00h 01m 46s,66841,4.0
00h 01m 46s,67072,2.0
00h 01m 46s,67365,2.0
00h 01m 47s,67431,5.0
00h 01m 47s,67825,1.0
00h 01m 47s,67872,6.0
00h 01m 47s,67916,5.0
00h 01m 47s,68110,4.0
00h 01m 47s,68199,6.0
00h 01m 47s,68583,5.0
00h 01m 47s,68627,4.0
00h 01m 47s,68992,4.0
00h 01m 47s,69161,5.0
00h 01m 48s,69993,4.0
00h 01m 48s,70085,5.0
00h 01m 48s,70391,6.0
00h 01m 48s,70654,2.0
00h 01m 48s,70727,4.0
00h 01m 48s,70869,3.0
00h 01m 48s,70883,6.0
00h 01m 48s,71310,6.0
00h 01m 48s,71410,5.0
00h 01m 49s,72103,5.0
00h 01m 49s,72260,5.0
00h 01m 49s,72294,6.0
00h 01m 49s,72412,2.0
00h 01m 49s,72431,6.0
00h 01m 49s,72653,2.0
00h 01m 49s,72737,5.0
00h 01m 49s,72882,1.0
00h 01m 49s,72890,3.0
00h 01m 49s,73217,6.0
00h 01m 49s,73676,6.0
00h 01m 49s,73693,5.0
00h 01m 49s,73930,2.0
00h 01m 49s,74028,6.0
00h 01m 50s,74331,6.0
00h 01m 50s,74890,4.0
00h 01m 50s,74953,1.0
00h 01m 50s,75358,3.0
00h 01m 50s,75457,5.0
00h 01m 50s,75937,5.0
00h 01m 50s,75994,6.0
00h 01m 50s,76112,5.0
00h 01m 50s,76282,2.0
00h 01m 51s,76639,1.0
00h 01m 51s,76711,1.0
00h 01m 51s,77149,2.0
00h 01m 51s,77423,4.0
00h 01m 51s,77605,1.0
00h 01m 51s,77618,2.0
00h 01m 51s,77967,5.0
00h 01m 51s,78255,5.0
00h 01m 52s,78836,6.0
00h 01m 52s,78853,2.0
00h 01m 52s,79004,5.0
00h 01m 52s,79111,6.0
00h 01m 52s,79133,6.0
00h 01m 52s,79226,2.0
00h 01m 52s,79817,5.0
00h 01m 52s,79913,6.0
00h 01m 52s,80016,2.0
00h 01m 52s,80237,0.0
00h 01m 52s,80569,6.0
00h 01m 52s,80625,7.0
00h 01m 52s,80630,0.0
00h 01m 52s,80661,4.0
00h 01m 52s,80820,5.0
00h 01m 52s,80855,5.0
00h 01m 52s,80998,1.0
00h 01m 53s,81391,1.0
00h 01m 53s,81670,1.0
00h 01m 53s,81824,5.0
00h 01m 53s,81840,0.0
00h 01m 53s,81935,1.0
00h 01m 53s,81997,1.0
00h 01m 53s,82070,3.0
00h 01m 53s,82147,5.0
00h 01m 53s,82223,4.0
00h 01m 53s,82286,0.0
00h 01m 53s,82314,1.0
00h 01m 53s,82405,2.0
00h 01m 53s,82655,2.0
00h 01m 53s,82783,8.0
00h 01m 53s,83152,3.0
00h 01m 53s,83220,2.0
00h 01m 53s,83224,4.0
00h 01m 54s,83425,2.0
00h 01m 54s,83443,4.0
00h 01m 54s,83461,2.0
00h 01m 54s,83624,4.0
00h 01m 54s,83740,3.0
00h 01m 54s,84345,1.0
00h 01m 54s,84703,1.0
00h 01m 54s,84798,0.0
00h 01m 54s,84885,3.0
00h 01m 54s,85260,2.0
00h 01m 54s,85318,5.0
00h 01m 54s,85418,0.0
00h 01m 54s,85498,2.0
00h 01m 55s,85641,5.0
00h 01m 55s,85911,0.0
00h 01m 55s,86055,0.0
00h 01m 55s,86137,5.0
00h 01m 55s,86171,5.0
00h 01m 55s,86177,5.0
00h 01m 55s,86238,5.0
00h 01m 55s,86374,3.0
00h 01m 55s,86602,4.0
00h 01m 55s,86656,0.0
00h 01m 55s,86744,0.0
00h 01m 55s,86799,1.0
00h 01m 55s,86870,6.0
00h 01m 55s,86985,1.0
00h 01m 55s,87265,5.0
00h 01m 55s,87799,0.0
00h 01m 55s,87867,0.0
00h 01m 55s,87915,3.0
00h 01m 56s,88213,0.0
00h 01m 56s,88238,5.0
00h 01m 56s,88533,6.0
00h 01m 56s,88547,4.0
00h 01m 56s,88578,1.0
00h 01m 56s,89595,3.0
00h 01m 56s,89775,7.0
00h 01m 56s,89806,4.0
00h 01m 56s,89818,5.0
00h 01m 56s,89837,2.0
00h 01m 56s,90056,0.0
00h 01m 56s,90141,6.0
00h 01m 56s,90144,4.0
00h 01m 56s,90144,2.0
00h 01m 57s,90402,0.0
00h 01m 57s,91015,2.0
00h 01m 57s,91017,3.0
00h 01m 57s,91148,2.0
00h 01m 57s,91441,0.0
00h 01m 57s,91572,3.0
00h 01m 57s,91682,0.0
00h 01m 57s,92341,6.0
00h 01m 57s,92342,5.0
00h 01m 57s,92351,2.0
00h 01m 58s,92421,2.0
00h 01m 58s,92640,5.0
00h 01m 58s,92753,2.0
00h 01m 58s,92944,3.0
00h 01m 58s,92969,8.0
00h 01m 58s,93027,0.0
00h 01m 58s,93176,0.0
00h 01m 58s,93210,0.0
00h 01m 58s,93501,2.0
00h 01m 58s,93579,4.0
00h 01m 58s,93675,2.0
00h 01m 58s,93737,5.0
00h 01m 58s,93798,5.0
00h 01m 58s,93994,5.0
00h 01m 58s,94104,7.0
00h 01m 58s,94509,6.0
00h 01m 58s,94534,5.0
00h 01m 59s,94639,0.0
00h 01m 59s,94978,0.0
00h 01m 59s,94990,4.0
00h 01m 59s,95037,2.0
00h 01m 59s,95435,1.0
00h 01m 59s,95593,1.0
00h 01m 59s,95633,0.0
00h 01m 59s,95974,7.0
00h 01m 59s,96052,7.0
00h 01m 59s,96108,5.0
00h 01m 59s,96336,4.0
00h 01m 59s,96549,3.0
00h 01m 59s,96592,2.0
00h 01m 59s,96609,0.0
00h 01m 59s,96753,1.0
00h 01m 59s,96798,3.0
00h 01m 59s,96828,6.0
00h 02m 00s,97037,2.0
00h 02m 00s,97198,0.0
00h 02m 00s,97306,1.0
00h 02m 00s,97365,0.0
00h 02m 00s,97535,1.0
00h 02m 00s,98121,4.0
00h 02m 00s,98130,0.0
00h 02m 00s,98270,2.0
00h 02m 00s,98286,5.0
00h 02m 00s,98987,4.0
00h 02m 01s,99501,2.0
00h 02m 01s,99504,2.0
00h 02m 01s,99633,0.0
00h 02m 01s,99717,1.0
00h 02m 01s,99860,1.0
00h 02m 01s,99946,0.0
00h 02m 01s,100156,4.0
00h 02m 01s,100659,7.0
00h 02m 01s,100898,1.0
00h 02m 01s,100938,2.0
00h 02m 01s,100954,1.0
00h 02m 01s,100998,8.0
00h 02m 01s,101087,3.0
00h 02m 01s,101120,1.0
00h 02m 02s,101362,1.0
00h 02m 02s,101513,0.0
00h 02m 02s,101710,3.0
00h 02m 02s,101903,3.0
00h 02m 02s,102756,6.0
00h 02m 02s,102816,5.0
00h 02m 02s,103076,4.0
00h 02m 02s,103107,6.0
00h 02m 02s,103123,2.0
00h 02m 02s,103234,7.0
00h 02m 02s,103248,3.0
00h 02m 02s,103386,3.0
00h 02m 03s,103867,4.0
00h 02m 03s,104101,6.0
00h 02m 03s,104573,5.0
00h 02m 03s,104737,5.0
00h 02m 03s,104745,0.0
00h 02m 03s,104797,1.0
00h 02m 03s,105315,0.0
00h 02m 03s,105380,5.0
00h 02m 03s,105457,2.0
00h 02m 03s,105465,5.0
00h 02m 03s,105501,6.0
00h 02m 04s,105627,2.0
00h 02m 04s,105716,1.0
00h 02m 04s,105754,1.0
00h 02m 04s,105759,2.0
00h 02m 04s,106277,2.0
00h 02m 04s,106339,0.0
00h 02m 04s,106763,0.0
00h 02m 04s,106870,4.0
00h 02m 04s,106927,0.0
00h 02m 04s,107041,1.0
00h 02m 04s,107043,4.0
00h 02m 04s,107057,0.0
00h 02m 04s,107120,4.0
00h 02m 04s,107605,0.0
00h 02m 04s,107690,2.0
00h 02m 05s,108506,3.0
00h 02m 05s,108629,5.0
00h 02m 05s,108631,9.0
00h 02m 05s,109433,1.0
00h 02m 05s,109657,10.0
00h 02m 05s,110001,1.0
00h 02m 05s,110018,2.0
00h 02m 06s,110072,4.0
00h 02m 06s,110105,2.0
00h 02m 06s,110204,6.0
00h 02m 06s,110233,8.0
00h 02m 06s,110318,5.0
00h 02m 06s,111244,2.0
00h 02m 06s,111338,4.0
00h 02m 06s,111424,6.0
00h 02m 06s,111444,6.0
00h 02m 06s,111832,10.0
00h 02m 06s,112018,3.0
00h 02m 06s,112084,5.0
00h 02m 07s,112232,2.0
00h 02m 07s,112557,1.0
00h 02m 07s,112827,5.0
00h 02m 07s,113168,3.0
00h 02m 07s,113208,0.0
00h 02m 07s,113262,10.0
00h 02m 07s,113315,8.0
00h 02m 07s,113347,7.0
00h 02m 07s,113688,0.0
00h 02m 07s,114068,0.0
00h 02m 07s,114069,3.0
00h 02m 08s,114462,6.0
00h 02m 08s,114802,1.0
00h 02m 08s,114890,3.0
00h 02m 08s,115010,1.0
00h 02m 08s,115051,4.0
00h 02m 08s,115215,1.0
00h 02m 08s,115584,1.0
00h 02m 08s,115661,3.0
00h 02m 08s,115748,3.0
00h 02m 08s,116331,8.0
00h 02m 08s,116401,1.0
00h 02m 09s,116567,9.0
00h 02m 09s,116569,3.0
00h 02m 09s,116582,3.0
00h 02m 09s,116639,0.0
00h 02m 09s,117119,9.0
00h 02m 09s,117148,2.0
00h 02m 09s,117170,12.0
00h 02m 09s,117198,1.0
00h 02m 09s,117336,0.0
00h 02m 09s,117654,0.0
00h 02m 09s,117665,4.0
00h 02m 09s,117732,1.0
00h 02m 09s,117792,3.0
00h 02m 09s,117878,4.0
00h 02m 09s,118260,10.0
00h 02m 09s,118508,2.0
00h 02m 09s,118535,0.0
00h 02m 09s,118599,7.0
00h 02m 10s,118745,0.0
00h 02m 10s,118907,6.0
00h 02m 10s,118951,3.0
00h 02m 10s,119337,1.0
00h 02m 10s,119518,0.0
00h 02m 10s,119741,8.0
00h 02m 10s,119893,1.0
00h 02m 10s,119940,0.0
00h 02m 10s,120130,4.0
00h 02m 10s,120335,1.0
00h 02m 10s,120433,0.0
00h 02m 10s,120471,5.0
00h 02m 10s,120752,1.0
00h 02m 10s,120773,4.0
00h 02m 10s,120777,2.0
00h 02m 10s,120918,1.0
00h 02m 11s,121106,8.0
00h 02m 11s,121292,2.0
00h 02m 11s,121397,2.0
00h 02m 11s,121448,1.0
00h 02m 11s,121493,0.0
00h 02m 11s,121674,1.0
00h 02m 11s,122025,13.0
00h 02m 11s,122354,1.0
00h 02m 11s,122559,1.0
00h 02m 11s,122560,6.0
00h 02m 11s,122600,2.0
00h 02m 11s,122822,6.0
00h 02m 11s,123060,4.0
00h 02m 12s,123159,1.0
00h 02m 12s,123221,2.0
00h 02m 12s,123349,5.0
00h 02m 12s,123404,1.0
00h 02m 12s,123525,0.0
00h 02m 12s,124239,3.0
00h 02m 12s,124280,4.0
00h 02m 12s,124293,2.0
00h 02m 12s,124329,4.0
00h 02m 12s,124414,2.0
00h 02m 12s,124622,1.0
00h 02m 12s,124774,3.0
00h 02m 12s,124856,4.0
00h 02m 12s,124866,10.0
00h 02m 12s,125020,6.0
00h 02m 12s,125049,4.0
00h 02m 12s,125242,2.0
00h 02m 13s,125579,3.0
00h 02m 13s,125640,5.0
00h 02m 13s,126272,1.0
00h 02m 13s,126283,1.0
00h 02m 13s,126355,2.0
00h 02m 13s,126403,5.0
00h 02m 13s,126980,2.0
00h 02m 14s,127443,1.0
00h 02m 14s,127449,0.0
00h 02m 14s,127590,2.0
00h 02m 14s,127623,0.0
00h 02m 14s,127631,10.0
00h 02m 14s,127758,3.0
00h 02m 14s,127907,3.0
00h 02m 14s,127960,4.0
00h 02m 14s,127991,3.0
00h 02m 14s,128755,0.0
00h 02m 14s,129260,4.0
00h 02m 14s,129380,6.0
00h 02m 14s,129494,1.0
00h 02m 15s,129685,3.0
00h 02m 15s,129941,0.0
00h 02m 15s,129977,4.0
00h 02m 15s,129980,6.0
00h 02m 15s,130038,19.0
00h 02m 15s,130062,0.0
00h 02m 15s,130100,2.0
00h 02m 15s,130175,7.0
00h 02m 15s,130208,1.0
00h 02m 15s,130233,4.0
00h 02m 15s,130747,4.0
00h 02m 15s,131099,11.0
00h 02m 16s,131741,9.0
00h 02m 16s,132050,1.0
00h 02m 16s,132340,0.0
00h 02m 16s,132479,10.0
00h 02m 16s,132510,8.0
00h 02m 16s,132659,1.0
00h 02m 16s,133405,4.0
00h 02m 16s,133595,9.0
00h 02m 16s,133596,3.0
00h 02m 16s,133597,4.0
00h 02m 17s,133730,2.0
00h 02m 17s,133991,16.0
00h 02m 17s,134455,4.0
00h 02m 17s,134691,2.0
00h 02m 17s,134828,5.0
00h 02m 17s,135045,2.0
00h 02m 17s,135089,1.0
00h 02m 17s,135263,7.0
00h 02m 17s,135317,5.0
00h 02m 17s,135327,0.0
00h 02m 17s,135383,3.0
00h 02m 17s,135661,2.0
00h 02m 18s,135900,5.0
00h 02m 18s,136166,3.0
00h 02m 18s,136400,5.0
00h 02m 18s,136508,5.0
00h 02m 18s,136553,2.0
00h 02m 18s,136599,2.0
00h 02m 18s,136698,4.0
00h 02m 18s,136732,8.0
00h 02m 18s,136922,7.0
00h 02m 18s,136929,4.0
00h 02m 18s,137027,14.0
00h 02m 18s,137641,4.0
00h 02m 18s,137669,9.0
00h 02m 19s,137997,1.0
00h 02m 19s,138071,2.0
00h 02m 19s,138202,3.0
00h 02m 19s,138229,0.0
00h 02m 19s,138288,0.0
00h 02m 19s,138322,1.0
00h 02m 19s,138338,2.0
00h 02m 19s,138647,1.0
00h 02m 19s,138725,0.0
00h 02m 19s,139024,2.0
00h 02m 19s,139101,7.0
00h 02m 19s,139164,5.0
00h 02m 19s,139172,1.0
00h 02m 19s,139321,2.0
00h 02m 19s,139573,4.0
00h 02m 20s,139847,8.0
00h 02m 20s,139883,2.0
00h 02m 20s,140024,0.0
00h 02m 20s,140406,2.0
00h 02m 20s,140714,1.0
00h 02m 20s,140758,0.0
00h 02m 20s,140923,2.0
00h 02m 20s,140950,7.0
00h 02m 20s,141056,0.0
00h 02m 20s,141165,3.0
00h 02m 20s,141345,4.0
00h 02m 20s,141537,8.0
00h 02m 20s,141605,0.0
00h 02m 20s,141728,6.0
00h 02m 21s,141983,1.0
00h 02m 21s,142354,4.0
00h 02m 21s,142413,0.0
00h 02m 21s,142660,4.0
00h 02m 21s,142727,2.0
00h 02m 21s,142800,4.0
00h 02m 21s,142881,2.0
00h 02m 21s,143295,1.0
00h 02m 21s,143310,2.0
00h 02m 21s,143441,2.0
00h 02m 21s,143606,4.0
00h 02m 21s,143875,1.0
00h 02m 21s,143885,1.0
00h 02m 22s,144011,2.0
00h 02m 22s,144015,8.0
00h 02m 22s,144108,1.0
00h 02m 22s,144311,2.0
00h 02m 22s,144376,1.0
00h 02m 22s,144754,2.0
00h 02m 22s,145022,1.0
00h 02m 22s,145313,1.0
00h 02m 22s,145376,2.0
00h 02m 22s,145678,3.0
00h 02m 22s,146056,3.0
00h 02m 23s,146158,0.0
00h 02m 23s,146316,2.0
00h 02m 23s,146467,7.0
00h 02m 23s,146892,3.0
00h 02m 23s,147092,2.0
00h 02m 23s,147143,4.0
00h 02m 23s,147345,0.0
00h 02m 23s,147674,4.0
00h 02m 23s,147696,1.0
00h 02m 23s,147727,6.0
00h 02m 23s,147744,2.0
00h 02m 23s,147834,4.0
00h 02m 23s,147849,4.0
00h 02m 24s,148216,5.0
00h 02m 24s,148355,2.0
00h 02m 24s,148741,5.0
00h 02m 24s,148827,4.0
00h 02m 24s,148882,1.0
00h 02m 24s,149132,5.0
00h 02m 24s,149291,2.0
00h 02m 24s,149365,7.0
00h 02m 24s,149376,9.0
00h 02m 24s,149420,7.0
00h 02m 24s,149432,0.0
00h 02m 24s,149571,5.0
00h 02m 24s,149574,2.0
00h 02m 25s,150611,6.0
00h 02m 25s,150760,0.0
00h 02m 25s,150784,4.0
00h 02m 25s,150849,3.0
00h 02m 25s,150962,2.0
00h 02m 25s,151173,5.0
00h 02m 25s,151623,5.0
00h 02m 25s,152007,1.0
00h 02m 25s,152034,5.0
00h 02m 25s,152056,0.0
00h 02m 25s,152125,6.0
00h 02m 25s,152289,3.0
00h 02m 26s,152450,2.0
00h 02m 26s,152741,0.0
00h 02m 26s,152985,4.0
00h 02m 26s,153016,0.0
00h 02m 26s,153036,11.0
00h 02m 26s,153209,2.0
00h 02m 26s,153319,2.0
00h 02m 26s,153662,5.0
00h 02m 26s,153826,6.0
00h 02m 26s,153860,2.0
00h 02m 26s,153888,3.0
00h 02m 26s,154184,5.0
00h 02m 26s,154276,1.0
00h 02m 27s,154556,6.0
00h 02m 27s,154843,3.0
00h 02m 27s,155722,1.0
00h 02m 27s,155768,0.0
00h 02m 27s,155889,0.0
00h 02m 27s,155895,6.0
00h 02m 27s,155975,5.0
00h 02m 27s,155992,2.0
00h 02m 27s,156121,9.0
00h 02m 28s,156516,1.0
00h 02m 28s,156747,1.0
00h 02m 28s,156939,0.0
00h 02m 28s,156998,2.0
00h 02m 28s,157510,2.0
00h 02m 28s,157695,2.0
00h 02m 28s,157971,2.0
00h 02m 28s,158034,8.0
00h 02m 28s,158161,0.0
00h 02m 28s,158290,1.0
00h 02m 28s,158327,4.0
00h 02m 28s,158462,4.0
00h 02m 29s,158821,4.0
00h 02m 29s,158836,1.0
00h 02m 29s,158962,8.0
00h 02m 29s,159362,2.0
00h 02m 29s,159427,6.0
00h 02m 29s,159574,0.0
00h 02m 29s,159823,3.0
